IDX,URL,Type,Time,Shape,Duration,Venue,Active,Note
000,http://platform.share.scea.com/xkcd/xkcd.php,F,B,4,0,0,y,
020,http://platform.share.scea.com/fortune/fortune.php,F,B,4,0,0,y,
100,http://www.wunderground.com/cgi-bin/findweather/hdfForecast?query=foster+city%2Cca,F,B,4,0,0,N,Weather
300,http://platform.share.scea.com/funnypix/funnypix.php,F,B,4,0,0,y,"Collection of Pictures"
500,http://www.ship.scea.com/portal/projects/viewProject.action?projectId=934,F,B,4,0,0,N,"London Studio "
